example_id,language,asr_model,source_file,row_index,reference_clean
en_whisper_v2_2_ct2_int8_0024,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,24,can you help me set up online bill pay for my utilities and mortgage i want everything automated
en_whisper_v2_2_ct2_int8_0025,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,25,we should do a retrospective on the launch before the details get fuzzy i d like to capture what worked and what we d change
en_whisper_v2_2_ct2_int8_0026,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,26,wow that spicy chicken burger is absolutely incredible i m definitely coming back for another one
en_whisper_v2_2_ct2_int8_0027,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,27,my husband and i are looking into home equity lines of credit for a renovation project what terms do you currently offer
en_whisper_v2_2_ct2_int8_0028,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,28,i need the finance team to provide an updated forecast before friday s executive review can someone confirm they re on track
en_whisper_v2_2_ct2_int8_0029,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,29,the expo hall closes in thirty minutes but half the booths already packed up and left early i drove here specifically to see two of those vendors
en_whisper_v2_2_ct2_int8_0030,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,30,could you share the github repo for the project you demoed during the microservices talk i want to try it on our staging environment
en_whisper_v2_2_ct2_int8_0031,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,31,the expo hall closes in thirty minutes but half the booths already packed up and left early i drove here specifically to see two of those vendors
en_whisper_v2_2_ct2_int8_0032,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,32,the fries in this combo are stone cold i just bought this five minutes ago
en_whisper_v2_2_ct2_int8_0033,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,33,finally a food court that has decent coffee and not just soda that espresso stand is a game changer
en_whisper_v2_2_ct2_int8_0034,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,34,i m absolutely blown away by the real time translation feature they just announced for their collaboration platform that changes the game for distributed teams
en_whisper_v2_2_ct2_int8_0035,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,35,do you guys have sugar free options for your coke and sprite my friend has dietary restrictions
en_whisper_v2_2_ct2_int8_0036,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,36,how are we measuring the roi of the internal tools we built last quarter i want to make sure the investment was justified
en_whisper_v2_2_ct2_int8_0037,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,37,what s the current interest rate on your twelve month certificate of deposit i m comparing options across a few banks
en_whisper_v2_2_ct2_int8_0038,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,38,that product roadmap presentation gave me so much clarity on where we re headed i feel like i finally understand the long term vision
en_whisper_v2_2_ct2_int8_0039,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,39,building a product that users genuinely love is rare and this team is doing it consistently the retention numbers tell the story
en_whisper_v2_2_ct2_int8_0040,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,40,i just got approved for the small business loan and i couldn t be happier this is going to change everything for my company
en_whisper_v2_2_ct2_int8_0041,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,41,you can tell the quality of a food court by its busiest stall and the burger joint always has the longest line that says everything
en_whisper_v2_2_ct2_int8_0042,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,42,engineering velocity has picked up significantly since we adopted the new sprint framework the metrics speak for themselves
en_whisper_v2_2_ct2_int8_0043,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,43,this quarter s all hands was the most transparent and energizing leadership update i can remember the ceo addressed every concern head on
en_whisper_v2_2_ct2_int8_0044,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,44,the atm dispensed a torn bill and then charged my account the full amount i need this corrected right away
en_whisper_v2_2_ct2_int8_0045,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,45,i d like the grilled chicken salad with the dressing on the side and a fanta to drink no croutons please
en_whisper_v2_2_ct2_int8_0046,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,46,hearing the cto describe their migration from monolith to microservices was both validating and terrifying we re about to start the same journey
en_whisper_v2_2_ct2_int8_0047,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,47,what documents do i need to bring in to add my spouse to our joint account we got married last month
en_whisper_v2_2_ct2_int8_0048,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,48,the expo hall closes in thirty minutes but half the booths already packed up and left early i drove here specifically to see two of those vendors
en_whisper_v2_2_ct2_int8_0049,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,49,the team dinner last friday was exactly what we needed after a tough sprint it reminded me why i enjoy working with this group
en_whisper_v2_2_ct2_int8_0050,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,50,does your platform support multi region failover out of the box or is that a custom configuration uptime is critical for our use case
en_whisper_v2_2_ct2_int8_0051,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,51,my team back at the office is going to be jealous when i tell them about the new compiler optimizations that were announced the performance gains are staggering
en_whisper_v2_2_ct2_int8_0052,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,52,does the family combo feed four people or is it really more like three i need to know before i order
en_whisper_v2_2_ct2_int8_0053,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,53,that zero annual fee credit card promotion is exactly what i was looking for sign me up today if possible
en_whisper_v2_2_ct2_int8_0054,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,54,i d like to schedule a follow up meeting with your sales engineering team after the conference here s my business card
en_whisper_v2_2_ct2_int8_0055,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,55,how many concurrent connections can your websocket implementation handle before performance degrades we re planning for peak traffic
en_whisper_v2_2_ct2_int8_0056,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,56,the catering for this event is disappointing given the ticket price we paid cold sandwiches for a four hundred dollar conference feels insulting
en_whisper_v2_2_ct2_int8_0057,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,57,what does the training budget look like for the rest of the year i have two engineers who want to attend an advanced systems design course
en_whisper_v2_2_ct2_int8_0058,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,58,what programming language is the sdk primarily built in i need to know before committing our team to the migration
en_whisper_v2_2_ct2_int8_0059,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,59,how long will my burger take i ve been waiting for about fifteen minutes now
en_whisper_v2_2_ct2_int8_0060,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,60,what kind of fraud protection comes standard with your credit cards i travel internationally a lot and want to feel secure
en_whisper_v2_2_ct2_int8_0061,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,61,my kid spilled his entire sprite all over the floor and nobody has come to mop it up someone could slip on that
en_whisper_v2_2_ct2_int8_0062,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,62,does your ci cd platform integrate natively with gitlab or do we need a third party connector that s a dealbreaker for us
en_whisper_v2_2_ct2_int8_0063,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,63,the fees on my business account keep going up every quarter without any explanation i want a detailed breakdown of every charge
en_whisper_v2_2_ct2_int8_0064,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,64,i d appreciate a clean tray and some extra napkins when you get a chance this table only has one napkin dispenser and it s empty
en_whisper_v2_2_ct2_int8_0065,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,65,i ve been attending this conference for six years and the quality of speakers keeps getting better the organizing team deserves a lot of credit
en_whisper_v2_2_ct2_int8_0066,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,66,i won a drone in the raffle at the sponsor booth and i m over the moon best conference swag i ve ever gotten
en_whisper_v2_2_ct2_int8_0067,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,67,the branch manager never returned my call about the loan modification i requested it s been over two weeks now
en_whisper_v2_2_ct2_int8_0068,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,68,does your platform support multi region failover out of the box or is that a custom configuration uptime is critical for our use case
en_whisper_v2_2_ct2_int8_0069,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,69,my accountant said i should look into a money market account for better returns can you explain how yours works
en_whisper_v2_2_ct2_int8_0070,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,70,my badge was printed with the wrong name and company and the help desk told me they can t fix it until tomorrow that s unprofessional
en_whisper_v2_2_ct2_int8_0071,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,71,do you offer business checking accounts with payroll integration i run a small company with about ten employees
en_whisper_v2_2_ct2_int8_0072,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,72,dude this nashville hot chicken burger just blew my mind the heat level is perfect
en_whisper_v2_2_ct2_int8_0073,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,73,finally seeing the automated testing pipeline catch a production bug before deployment was pure vindication all that setup effort paid off
en_whisper_v2_2_ct2_int8_0074,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,74,this is the smoothest account opening process i ve ever experienced everything was done in under twenty minutes
en_whisper_v2_2_ct2_int8_0075,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,75,is your safe deposit box service still available at this branch i need to store some important documents
en_whisper_v2_2_ct2_int8_0076,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,76,i grab lunch here almost every workday because the variety keeps it interesting the pepsi combo at the grill is my usual go to
en_whisper_v2_2_ct2_int8_0077,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,77,that panel discussion on responsible ai governance was one of the most thoughtful conversations i ve heard at any tech event every perspective added value
en_whisper_v2_2_ct2_int8_0078,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,78,get me a bacon cheeseburger with jalapeños and a large coke i ll also take a chocolate shake if you have them
en_whisper_v2_2_ct2_int8_0079,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,79,the startup pitch competition had some genuinely innovative ideas this year that ai driven code review tool stood out from the rest
en_whisper_v2_2_ct2_int8_0080,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,80,the drone delivery demo outside was absolutely spectacular i ve never seen autonomous coordination between multiple uavs like that
en_whisper_v2_2_ct2_int8_0081,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,81,i d like the chicken nuggets combo with a sprite please could you add extra barbecue sauce on the side
en_whisper_v2_2_ct2_int8_0082,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,82,i just had the most productive hallway conversation with a principal engineer from one of the biggest cloud providers random encounters like that make conferences worthwhile
en_whisper_v2_2_ct2_int8_0083,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,83,i d like to propose that we allocate fifteen percent of next quarter s budget to the new data infrastructure project here s the breakdown i prepared
en_whisper_v2_2_ct2_int8_0084,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,84,my business loan application has been pending for three weeks with no update every day of delay costs me revenue
en_whisper_v2_2_ct2_int8_0085,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,85,do you offer any student account packages with reduced fees my daughter is starting college in the fall
en_whisper_v2_2_ct2_int8_0086,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,86,which combo gives you the most food for the money i m trying to feed three people on a budget
en_whisper_v2_2_ct2_int8_0087,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,87,what documentation do i need to open an account for my small business i just registered the llc last week
en_whisper_v2_2_ct2_int8_0088,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,88,my team back at the office is going to be jealous when i tell them about the new compiler optimizations that were announced the performance gains are staggering
en_whisper_v2_2_ct2_int8_0089,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,89,the prototype is working flawlessly and the user testing feedback has been overwhelmingly positive i think we have a real winner here
en_whisper_v2_2_ct2_int8_0090,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,90,my husband and i are looking into home equity lines of credit for a renovation project what terms do you currently offer
en_whisper_v2_2_ct2_int8_0091,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,91,pepsi or coke honestly i can t tell the difference half the time just give me whichever is on tap
en_whisper_v2_2_ct2_int8_0092,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,92,i just found out we won the industry innovation award and i can t stop smiling this recognition is long overdue for the work this team has done
en_whisper_v2_2_ct2_int8_0093,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,93,could i get a receipt for my registration fee my company requires itemized documentation for conference expense reimbursement
en_whisper_v2_2_ct2_int8_0094,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,94,my kid spilled his entire sprite all over the floor and nobody has come to mop it up someone could slip on that
en_whisper_v2_2_ct2_int8_0095,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,95,your bank s fraud detection system saved me from losing thousands of dollars i m genuinely grateful for that alert
en_whisper_v2_2_ct2_int8_0096,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,96,i d like information about your company s internship program for graduate students is there a recruiter here i can speak with
en_whisper_v2_2_ct2_int8_0097,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,97,could someone help me connect to the guest network the credentials on my badge don t seem to be working
en_whisper_v2_2_ct2_int8_0098,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,98,can i get a large pepsi with no ice i also need a side of ranch sauce
en_whisper_v2_2_ct2_int8_0099,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,99,hearing the cto describe their migration from monolith to microservices was both validating and terrifying we re about to start the same journey
en_whisper_v2_2_ct2_int8_0100,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,100,not every financial decision needs to be complicated and sometimes a basic savings account does the job simple is underrated
en_whisper_v2_2_ct2_int8_0101,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,101,banks keep merging and changing names but i ve stayed with this one because the personal service hasn t changed that matters to me
en_whisper_v2_2_ct2_int8_0102,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,102,can you double the sauce packets in my bag i always run out halfway through my nuggets
en_whisper_v2_2_ct2_int8_0103,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,103,what differentiates your product from the three other monitoring tools exhibiting on this floor i need a concrete reason to switch
en_whisper_v2_2_ct2_int8_0104,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,104,please point me toward the accessibility services desk because i need a sign language interpreter for the afternoon session i submitted the request online last week
en_whisper_v2_2_ct2_int8_0105,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,105,i d like to order a batch of business checks printed with our new company logo how long does that usually take
en_whisper_v2_2_ct2_int8_0106,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,106,strong documentation culture isn t glamorous but it s the backbone of a well run organization i m glad we re investing in it
en_whisper_v2_2_ct2_int8_0107,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,107,the table we sat at was covered in leftover sauce and crumbs nobody bothered to wipe it down
en_whisper_v2_2_ct2_int8_0108,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,108,what s the best session to attend if i m interested in mlops and model deployment pipelines there are three overlapping on the schedule
en_whisper_v2_2_ct2_int8_0109,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,109,what s the expected timeline for migrating the legacy system to the new platform the current one is becoming a liability
en_whisper_v2_2_ct2_int8_0110,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,110,please tell me where the speaker room is so i can drop off my presentation materials my talk is in about two hours
en_whisper_v2_2_ct2_int8_0111,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,111,could you share the github repo for the project you demoed during the microservices talk i want to try it on our staging environment
en_whisper_v2_2_ct2_int8_0112,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,112,i brought up the staffing shortage at the last three all hands and management keeps saying they ll address it nothing concrete has happened
en_whisper_v2_2_ct2_int8_0113,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,113,shipping a major feature with zero critical incidents in the first week is something worth celebrating the engineering team was meticulous
en_whisper_v2_2_ct2_int8_0114,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,114,i need to set up a recurring monthly transfer of five hundred dollars to my daughter s account at another bank is there a fee for that
en_whisper_v2_2_ct2_int8_0115,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,115,i can t believe how fast the mobile app processes transfers now it used to take days and now it s practically instant
en_whisper_v2_2_ct2_int8_0116,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,116,marketing launched the campaign without getting final approval from the product team and the messaging is inaccurate this should not have happened
en_whisper_v2_2_ct2_int8_0117,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,117,who s responsible for the client onboarding documentation the current version is outdated and new customers are getting confused
en_whisper_v2_2_ct2_int8_0118,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,118,i deposited a check four business days ago and it still hasn t cleared this is causing problems with my other scheduled payments
en_whisper_v2_2_ct2_int8_0119,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,119,what documents do i need to bring in to add my spouse to our joint account we got married last month
en_whisper_v2_2_ct2_int8_0120,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,120,the client deliverable was supposed to go out yesterday and nobody on the team even started it this kind of missed deadline reflects poorly on all of us
en_whisper_v2_2_ct2_int8_0121,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,121,is there a way to integrate the crm data with our analytics platform without building a custom connector that would save us weeks
en_whisper_v2_2_ct2_int8_0122,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,122,how do i set up automatic transfers between my checking and savings accounts i ve never done it online before
en_whisper_v2_2_ct2_int8_0123,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,123,the poster session in the atrium had some surprisingly deep research from smaller companies sometimes the best insights come from unexpected places
en_whisper_v2_2_ct2_int8_0124,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,124,my debit card was declined at the store even though i have sufficient funds can you tell me what s going on
en_whisper_v2_2_ct2_int8_0125,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,125,are the workshop materials available for download somewhere or do we only get access during the session i d like to review them later
en_whisper_v2_2_ct2_int8_0126,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,126,what s the difference between the regular burger and the signature burger is it worth the extra three dollars
en_whisper_v2_2_ct2_int8_0127,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,127,who s responsible for the client onboarding documentation the current version is outdated and new customers are getting confused
en_whisper_v2_2_ct2_int8_0128,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,128,what differentiates your product from the three other monitoring tools exhibiting on this floor i need a concrete reason to switch
en_whisper_v2_2_ct2_int8_0129,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,129,is there a quiet room or workspace where i can take a video call in about fifteen minutes the expo floor is too noisy
en_whisper_v2_2_ct2_int8_0130,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,130,we need to make a final decision on the technology stack by monday so the architects can begin the design phase no more delays
en_whisper_v2_2_ct2_int8_0131,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,131,are we still on track to hit the beta release date or do we need to adjust the timeline i m getting questions from stakeholders
en_whisper_v2_2_ct2_int8_0132,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,132,watching the direct deposit hit my account every two weeks never gets old there s something satisfying about seeing that notification
en_whisper_v2_2_ct2_int8_0133,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,133,this is the best quarterly review i ve ever sat through every team came prepared with clear data and actionable next steps
en_whisper_v2_2_ct2_int8_0134,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,134,the table we sat at was covered in leftover sauce and crumbs nobody bothered to wipe it down
en_whisper_v2_2_ct2_int8_0135,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,135,the quarterly results just came in and we exceeded every single target this team really delivered under pressure
en_whisper_v2_2_ct2_int8_0136,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,136,my manager hasn t given me a single piece of constructive feedback in three months despite me asking for it it s hard to grow without direction
en_whisper_v2_2_ct2_int8_0137,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,137,best birthday present ever my parents surprised me with a savings bond they bought here years ago i had no idea it existed
en_whisper_v2_2_ct2_int8_0138,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,138,the diversity of perspectives at this year s conference is noticeably better than last year different viewpoints lead to better solutions
en_whisper_v2_2_ct2_int8_0139,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,139,i just got approved for the small business loan and i couldn t be happier this is going to change everything for my company
en_whisper_v2_2_ct2_int8_0140,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,140,please tell me where the speaker room is so i can drop off my presentation materials my talk is in about two hours
en_whisper_v2_2_ct2_int8_0141,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,141,does your bank offer any veterans benefits or special account types for military families my husband recently retired from the service
en_whisper_v2_2_ct2_int8_0142,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,142,i ve raised the bandwidth issue three times in the last month and nothing has changed i m tired of repeating myself in these meetings
en_whisper_v2_2_ct2_int8_0143,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,143,does the spicy combo come with a drink included or is that separate i want to make sure before i order
en_whisper_v2_2_ct2_int8_0144,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,144,i can t believe how fast the mobile app processes transfers now it used to take days and now it s practically instant
en_whisper_v2_2_ct2_int8_0145,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,145,please transfer eight thousand dollars from my savings to my checking account i have a large payment going out tomorrow
en_whisper_v2_2_ct2_int8_0146,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,146,managing multiple accounts used to be a headache but your app s dashboard makes it surprisingly simple i can see everything in one place
en_whisper_v2_2_ct2_int8_0147,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,147,the closing keynote on the future of open source brought tears to my eyes the speaker s passion for community driven development was truly inspiring
en_whisper_v2_2_ct2_int8_0148,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,148,i d like to order a batch of business checks printed with our new company logo how long does that usually take
en_whisper_v2_2_ct2_int8_0149,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,149,could you reverse the foreign transaction fee on my last statement i was told my account type doesn t charge those
en_whisper_v2_2_ct2_int8_0150,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,150,the wi fi in the main hall has been dropping every ten minutes and it s impossible to follow the live coding session can someone from it look into it
en_whisper_v2_2_ct2_int8_0151,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,151,do you accept contactless payment or is it cash only i didn t bring my wallet today
en_whisper_v2_2_ct2_int8_0152,en,whisper-v2.2-ct2-int8,noisy_bench_v1_en/whisper-v2.2-ct2-int8.tsv,152,watching that neural network generate photorealistic images in real time gave me chills the speed improvement over last year s demo is dramatic
